Car_Type,Model_Year,Mileage_thousands_km,Engine_cc,Price_million_IRR
Samand,1389,216,1800,45.9
Peugeot,1402,177,2000,88.2
Pride,1400,185,1500,22.4
Tiba,1397,206,1500,44.6
Dena,1395,247,1800,125.9
Pride,1391,188,1500,27.4
Dena,1397,240,1800,127.3
Pride,1400,236,1500,38.7
Dena,1401,148,1800,147.5
Dena,1387,38,1800,158.0
Dena,1396,68,1800,133.6
Peugeot,1400,5,2000,92.5
Dena,1403,94,1800,104.9
Dena,1397,224,1800,92.3
Dena,1394,160,1800,139.3
Samand,1392,162,1800,44.9
Dena,1398,93,1800,134.6
Dena,1395,52,1800,142.4
Dena,1403,249,1800,115.4
Peugeot,1387,144,2000,55.5
Tiba,1393,112,1500,31.0
Tiba,1395,3,1500,35.6
Peugeot,1387,228,2000,52.5
Tiba,1390,74,1500,34.0
Tiba,1386,230,1500,28.8
Samand,1385,177,1800,33.6
Peugeot,1400,185,2000,109.0
Samand,1393,103,1800,52.7
Dena,1390,219,1800,107.5
Tiba,1395,117,1500,26.9
Dena,1400,237,1800,154.0
Pride,1391,165,1500,21.6
Pride,1388,208,1500,42.0
Samand,1402,235,1800,31.6
Peugeot,1398,165,2000,101.2
Tiba,1385,110,1500,49.0
Dena,1401,231,1800,140.4
Samand,1399,83,1800,53.1
Peugeot,1391,47,2000,106.4
Tiba,1389,73,1500,52.7
Pride,1392,27,1500,40.7
Samand,1400,21,1800,60.3
Peugeot,1392,192,2000,58.5
Peugeot,1397,84,2000,51.7
Samand,1390,153,1800,48.6
Dena,1396,142,1800,144.0
Tiba,1391,220,1500,32.2
Tiba,1393,220,1500,51.9
Tiba,1403,78,1500,29.8
Pride,1401,226,1500,44.7
Tiba,1398,210,1500,50.5
Samand,1400,227,1800,60.1
Samand,1403,41,1800,37.9
Samand,1393,125,1800,58.9
Tiba,1388,96,1500,35.4
Dena,1390,122,1800,87.1
Pride,1402,30,1500,29.1
Dena,1389,40,1800,119.5
Tiba,1391,236,1500,54.3
Pride,1402,46,1500,42.5
Pride,1390,60,1500,44.2
Samand,1402,223,1800,62.2
Samand,1393,183,1800,41.7
Peugeot,1391,175,2000,60.8
Tiba,1400,233,1500,26.2
Pride,1387,167,1500,23.5
Tiba,1399,87,1500,40.6
Samand,1389,122,1800,37.0
Dena,1389,131,1800,114.6
Pride,1402,113,1500,22.1
Dena,1402,11,1800,109.2
Pride,1402,86,1500,48.3
Samand,1386,146,1800,53.6
Peugeot,1392,164,2000,71.5
Pride,1401,116,1500,35.2
Samand,1395,81,1800,34.1
Pride,1394,226,1500,45.3
Pride,1391,227,1500,21.2
Samand,1387,102,1800,53.6
Dena,1400,0,1800,84.1
Tiba,1386,238,1500,32.0
Peugeot,1394,203,2000,43.6
Pride,1389,44,1500,41.0
Dena,1393,35,1800,149.1
Dena,1388,58,1800,153.6
Dena,1396,78,1800,97.4
Dena,1396,200,1800,142.1
Tiba,1386,215,1500,48.6
Pride,1402,57,1500,33.3
Samand,1395,171,1800,47.5
Pride,1402,99,1500,39.7
Pride,1398,19,1500,38.4
Tiba,1385,169,1500,53.6
Samand,1389,71,1800,63.4
Pride,1389,216,1500,28.8
Samand,1393,144,1800,64.7
Peugeot,1386,47,2000,101.6
Dena,1392,88,1800,118.2
Samand,1392,195,1800,47.7
Tiba,1388,172,1500,49.0
Tiba,1393,166,1500,35.9
Samand,1395,249,1800,63.7
Pride,1401,230,1500,40.0
Peugeot,1394,112,2000,65.0
Pride,1398,147,1500,27.5
Tiba,1395,134,1500,27.9
Dena,1390,211,1800,98.9
Pride,1394,20,1500,40.0
Peugeot,1400,58,2000,103.1
Samand,1392,231,1800,38.1
Peugeot,1388,198,2000,97.2
Tiba,1399,36,1500,49.4
Samand,1387,221,1800,49.1
Pride,1388,114,1500,43.6
Peugeot,1394,178,2000,84.3
Tiba,1388,51,1500,35.9
Tiba,1397,228,1500,53.4
Pride,1402,187,1500,28.0
Tiba,1399,223,1500,51.2
Pride,1387,14,1500,40.2
Dena,1402,220,1800,115.7
Dena,1401,11,1800,87.0
Peugeot,1395,144,2000,41.6
Pride,1400,236,1500,30.3
Tiba,1392,202,1500,41.3
Peugeot,1401,37,2000,40.8
Tiba,1388,103,1500,50.2
Pride,1389,101,1500,42.8
Dena,1399,227,1800,80.4
Dena,1395,230,1800,151.1
Pride,1388,217,1500,30.8
Peugeot,1397,102,2000,68.4
Samand,1397,173,1800,62.1
Peugeot,1395,89,2000,105.8
Pride,1397,0,1500,28.0
Peugeot,1393,178,2000,63.1
Pride,1390,118,1500,39.0
Dena,1395,197,1800,155.1
Tiba,1390,165,1500,45.6
Samand,1395,103,1800,41.1
Dena,1391,94,1800,83.9
Tiba,1389,112,1500,53.3
Tiba,1387,185,1500,34.6
Samand,1386,55,1800,34.1
Dena,1388,177,1800,84.8
Pride,1403,59,1500,49.3
Pride,1385,21,1500,38.0
Peugeot,1398,104,2000,93.5
Samand,1395,55,1800,55.0
Dena,1395,207,1800,158.4
Tiba,1391,32,1500,42.7
Peugeot,1397,55,2000,69.3
Peugeot,1394,243,2000,105.9
Pride,1388,205,1500,43.1
Peugeot,1388,79,2000,50.0
Peugeot,1391,102,2000,107.0
Peugeot,1402,89,2000,92.3
Pride,1400,184,1500,26.8
Dena,1393,150,1800,86.5
Samand,1402,189,1800,34.3
Dena,1400,33,1800,108.1
Dena,1400,218,1800,128.8
Peugeot,1398,236,2000,91.0
Peugeot,1396,109,2000,61.1
Dena,1389,120,1800,158.6
Peugeot,1388,210,2000,51.8
Samand,1387,9,1800,49.8
Peugeot,1401,126,2000,109.3
Tiba,1388,84,1500,50.4
Samand,1385,44,1800,55.1
Peugeot,1392,205,2000,86.7
Samand,1386,206,1800,52.0
Pride,1403,39,1500,47.3
Dena,1396,65,1800,155.1
Peugeot,1385,86,2000,53.0
Tiba,1397,65,1500,50.2
Tiba,1395,59,1500,37.6
Dena,1393,147,1800,98.1
Samand,1389,62,1800,42.2
Pride,1395,143,1500,49.2
Samand,1402,6,1800,32.7
Pride,1401,23,1500,25.0
Samand,1398,211,1800,55.0
Tiba,1386,233,1500,29.7
Dena,1387,190,1800,93.6
Pride,1392,98,1500,30.4
Tiba,1403,40,1500,47.5
Tiba,1399,106,1500,39.4
Samand,1398,56,1800,62.7
Tiba,1398,220,1500,36.4
Pride,1403,207,1500,32.4
Pride,1394,217,1500,30.0
Pride,1386,224,1500,26.9
Peugeot,1391,152,2000,89.8
Dena,1400,131,1800,141.1
Dena,1397,25,1800,146.6
Tiba,1396,117,1500,30.1
Pride,1402,71,1500,49.5
Peugeot,1397,158,2000,45.0
Tiba,1396,89,1500,45.4
Pride,1386,236,1500,28.7
Pride,1385,106,1500,25.9
Samand,1395,170,1800,35.5
Dena,1388,110,1800,144.0
Dena,1399,136,1800,157.2
Peugeot,1401,75,2000,101.8
Samand,1397,85,1800,47.4
Peugeot,1397,197,2000,105.5
Pride,1400,39,1500,47.7
Dena,1403,11,1800,125.3
Tiba,1399,76,1500,47.1
Dena,1400,108,1800,84.8
Tiba,1400,104,1500,45.4
Samand,1397,119,1800,53.5
Samand,1402,31,1800,56.5
Samand,1399,50,1800,33.7
Tiba,1393,17,1500,42.9
Pride,1402,28,1500,23.2
Peugeot,1402,62,2000,87.4
Peugeot,1393,139,2000,72.1
Pride,1397,93,1500,37.3
Peugeot,1392,147,2000,42.4
Dena,1390,51,1800,124.9
Tiba,1387,170,1500,44.2
Peugeot,1402,245,2000,100.0
Pride,1401,193,1500,33.0
Dena,1401,234,1800,135.2
Dena,1403,174,1800,87.7
Dena,1387,70,1800,106.0
Samand,1396,171,1800,40.6
Samand,1395,17,1800,61.5
Samand,1398,36,1800,40.9
Tiba,1398,85,1500,51.3
Tiba,1394,169,1500,30.6
Pride,1393,218,1500,45.1
Samand,1386,95,1800,53.9
Pride,1386,180,1500,38.5
Tiba,1388,50,1500,55.0
Dena,1388,26,1800,109.7
Dena,1402,207,1800,112.7
Dena,1390,8,1800,158.8
Peugeot,1397,220,2000,101.1
Samand,1390,128,1800,60.3
Pride,1392,164,1500,32.8
Tiba,1396,247,1500,36.5
Dena,1393,100,1800,140.1
Tiba,1403,167,1500,31.7
Peugeot,1395,93,2000,52.7
Pride,1401,8,1500,29.6
Samand,1398,109,1800,51.9
Samand,1392,40,1800,39.3
Peugeot,1391,130,2000,99.4
Tiba,1397,59,1500,35.4
Peugeot,1386,127,2000,94.9
Pride,1390,99,1500,35.0
Tiba,1386,135,1500,37.3
Pride,1392,94,1500,38.5
Pride,1388,7,1500,34.4
Samand,1398,174,1800,36.6
Samand,1394,220,1800,37.3
Dena,1393,246,1800,83.4
Samand,1401,10,1800,30.0
Samand,1396,66,1800,44.4
Dena,1403,99,1800,129.3
Tiba,1389,42,1500,26.8
Peugeot,1394,85,2000,81.5
Dena,1387,41,1800,137.7
Pride,1395,82,1500,21.9
Samand,1394,249,1800,36.5
Dena,1390,214,1800,87.1
Peugeot,1392,14,2000,55.1
Tiba,1387,106,1500,41.4
Tiba,1402,219,1500,50.7
Peugeot,1389,199,2000,56.9
Tiba,1397,250,1500,25.7
Tiba,1394,204,1500,49.8
Tiba,1397,248,1500,32.2
Peugeot,1387,19,2000,85.2
Tiba,1396,217,1500,49.1
Pride,1398,244,1500,28.5
Samand,1399,91,1800,38.9
Pride,1399,5,1500,27.6
Tiba,1396,240,1500,41.2
Samand,1388,38,1800,30.6
Peugeot,1395,162,2000,93.6
Samand,1385,151,1800,58.8
Pride,1395,220,1500,43.4
Pride,1390,193,1500,21.1
Tiba,1398,53,1500,52.2
Peugeot,1400,207,2000,49.0
Peugeot,1396,122,2000,56.4
Peugeot,1386,111,2000,61.0
Tiba,1391,218,1500,35.9
Dena,1392,243,1800,156.6
Samand,1399,189,1800,62.1
Pride,1386,71,1500,44.3
Tiba,1396,181,1500,48.6
Pride,1389,126,1500,20.3
Samand,1392,106,1800,56.0
Samand,1397,120,1800,38.9
Tiba,1402,35,1500,39.1
Samand,1392,48,1800,63.2
Peugeot,1391,86,2000,81.6
Peugeot,1395,17,2000,66.4
Pride,1402,131,1500,48.7
Samand,1401,97,1800,50.5
Tiba,1386,29,1500,50.2
Dena,1386,123,1800,108.7
Pride,1403,77,1500,50.0
Tiba,1402,83,1500,44.0
Samand,1402,118,1800,63.3
Samand,1398,81,1800,31.9
Samand,1396,95,1800,58.6
Tiba,1403,87,1500,45.6
Dena,1390,198,1800,125.0
Samand,1386,75,1800,39.3
Samand,1398,237,1800,30.6
Pride,1400,139,1500,44.0
Peugeot,1392,46,2000,68.5
Peugeot,1396,142,2000,65.5
Dena,1385,189,1800,117.9
Peugeot,1388,48,2000,70.5
Tiba,1396,26,1500,44.6
Peugeot,1392,224,2000,82.6
Pride,1388,202,1500,49.9
Pride,1401,66,1500,49.1
Dena,1387,230,1800,117.3
Peugeot,1396,102,2000,47.9
Peugeot,1395,39,2000,43.2
Peugeot,1402,80,2000,90.6
Tiba,1390,240,1500,41.3
Samand,1389,120,1800,50.2
Dena,1390,13,1800,153.5
Samand,1391,142,1800,45.6
Pride,1401,234,1500,25.2
Samand,1389,172,1800,51.6
Samand,1386,153,1800,33.7
Peugeot,1387,73,2000,81.1
Tiba,1400,79,1500,44.9
Dena,1403,247,1800,117.9
Peugeot,1395,5,2000,62.8
Samand,1390,151,1800,33.8
Peugeot,1393,33,2000,49.8
Dena,1400,151,1800,100.2
Dena,1398,154,1800,97.4
Tiba,1389,233,1500,37.9
Samand,1396,65,1800,48.5
Dena,1387,57,1800,155.0
Tiba,1390,147,1500,36.9
Tiba,1393,40,1500,32.0
Dena,1403,171,1800,156.1
Samand,1392,225,1800,57.4
Tiba,1400,44,1500,32.0
Peugeot,1401,13,2000,72.1
Peugeot,1389,147,2000,83.6
Pride,1390,93,1500,22.2
Samand,1385,75,1800,65.0
Samand,1394,88,1800,35.9
Pride,1402,13,1500,35.4
Pride,1398,214,1500,25.4
Samand,1389,202,1800,52.5
Pride,1399,111,1500,49.1
Tiba,1400,109,1500,38.1
Samand,1400,190,1800,60.5
Dena,1396,223,1800,109.4
Tiba,1397,149,1500,47.5
Pride,1392,1,1500,25.8
Samand,1386,171,1800,57.5
Pride,1392,188,1500,47.4
Peugeot,1387,216,2000,69.6
Dena,1386,228,1800,155.6
Samand,1388,241,1800,44.5
Tiba,1395,82,1500,54.8
Peugeot,1400,221,2000,68.3
Dena,1386,249,1800,113.1
Peugeot,1388,248,2000,41.1
Dena,1395,132,1800,116.5
Dena,1395,101,1800,98.0
Samand,1398,98,1800,49.3
Samand,1390,229,1800,60.2
Pride,1394,151,1500,49.4
Pride,1397,17,1500,45.0
Tiba,1388,77,1500,50.2
Peugeot,1398,101,2000,86.3
Samand,1397,125,1800,49.7
Tiba,1400,200,1500,32.8
Samand,1397,86,1800,40.5
Dena,1394,206,1800,92.6
Dena,1391,145,1800,121.5
Dena,1395,228,1800,155.0
Tiba,1388,140,1500,31.9
Peugeot,1385,141,2000,106.5
Dena,1387,85,1800,119.3
Tiba,1397,142,1500,28.0
Dena,1387,75,1800,121.4
Tiba,1387,171,1500,27.0
Tiba,1398,218,1500,35.5
Peugeot,1387,15,2000,106.7
Peugeot,1402,122,2000,84.7
Pride,1386,150,1500,35.3
Dena,1391,7,1800,132.5
Pride,1394,225,1500,39.9
Samand,1390,119,1800,31.4
Peugeot,1394,137,2000,79.8
Tiba,1403,27,1500,42.5
Pride,1390,37,1500,22.1
Samand,1398,81,1800,53.4
Samand,1395,171,1800,32.8
Samand,1385,116,1800,37.5
Dena,1385,0,1800,141.2
Peugeot,1387,249,2000,62.2
Tiba,1391,226,1500,36.6
Pride,1394,104,1500,42.5
Tiba,1402,99,1500,48.3
Dena,1402,250,1800,121.2
Peugeot,1398,42,2000,82.9
Tiba,1396,238,1500,50.9
Peugeot,1390,82,2000,62.3
Tiba,1387,28,1500,27.1
Dena,1402,236,1800,155.6
Peugeot,1391,164,2000,52.2
Dena,1387,206,1800,119.4
Tiba,1397,156,1500,50.5
Tiba,1394,21,1500,28.4
Samand,1396,247,1800,57.1
Tiba,1388,3,1500,53.3
Tiba,1385,233,1500,30.7
Peugeot,1386,150,2000,49.2
Pride,1399,205,1500,49.9
Peugeot,1390,187,2000,93.8
Tiba,1399,249,1500,32.3
Dena,1385,4,1800,154.1
Dena,1397,163,1800,86.4
Samand,1386,2,1800,54.4
Pride,1397,95,1500,37.6
Tiba,1401,38,1500,27.7
Peugeot,1393,127,2000,72.7
Samand,1398,228,1800,33.8
Dena,1397,101,1800,151.7
Samand,1386,225,1800,30.0
Peugeot,1398,33,2000,91.4
Peugeot,1394,181,2000,90.1
Dena,1395,229,1800,82.5
Pride,1386,191,1500,48.5
Peugeot,1386,45,2000,77.3
Peugeot,1400,52,2000,104.3
Dena,1395,95,1800,127.8
Peugeot,1401,58,2000,104.2
Samand,1388,103,1800,49.9
Pride,1394,8,1500,29.7
Peugeot,1387,39,2000,107.0
Tiba,1396,71,1500,42.0
Peugeot,1400,32,2000,99.7
Dena,1391,95,1800,126.9
Peugeot,1388,179,2000,78.4
Samand,1401,34,1800,35.9
Samand,1403,97,1800,34.7
Dena,1386,114,1800,114.4
Dena,1388,70,1800,130.0
Tiba,1401,37,1500,50.2
Samand,1394,93,1800,59.3
Peugeot,1387,137,2000,43.4
Samand,1395,92,1800,41.0
Pride,1387,199,1500,43.7
Samand,1390,196,1800,54.3
Dena,1393,232,1800,108.1
Tiba,1387,76,1500,38.3
Dena,1390,217,1800,109.3
Tiba,1385,147,1500,27.7
Dena,1403,107,1800,157.1
Peugeot,1391,32,2000,56.0
Dena,1395,59,1800,91.8
Samand,1403,58,1800,42.1
Pride,1398,174,1500,49.8
Samand,1386,242,1800,32.2
Pride,1395,137,1500,25.6
Samand,1388,149,1800,41.9
Samand,1385,160,1800,40.6
Peugeot,1398,12,2000,45.5
Samand,1385,62,1800,35.7
Samand,1393,24,1800,49.2
Tiba,1391,247,1500,38.5
Dena,1395,117,1800,90.6
Peugeot,1403,105,2000,89.8
Tiba,1401,32,1500,49.0
Tiba,1391,197,1500,47.2
Samand,1396,97,1800,36.0
Dena,1396,60,1800,112.3
Peugeot,1393,98,2000,80.4
Tiba,1402,108,1500,40.1
Pride,1386,223,1500,27.0
Pride,1395,173,1500,47.7
Dena,1398,52,1800,141.2
Dena,1396,5,1800,134.1
Peugeot,1400,117,2000,63.7
Pride,1399,18,1500,40.7
Tiba,1397,6,1500,54.1
Peugeot,1395,4,2000,78.9
Peugeot,1402,148,2000,104.8
Dena,1400,90,1800,88.0
Tiba,1398,88,1500,25.2
Dena,1386,161,1800,109.7
Samand,1390,11,1800,59.0
Tiba,1388,87,1500,25.1
Peugeot,1403,101,2000,61.8
Tiba,1397,15,1500,42.1
Pride,1395,112,1500,31.2
Pride,1390,159,1500,40.9
Tiba,1393,222,1500,42.3
Peugeot,1388,166,2000,43.9
Peugeot,1386,50,2000,63.0
Dena,1399,182,1800,140.5
Dena,1393,134,1800,107.2
Samand,1397,164,1800,37.7
Dena,1392,37,1800,142.7
Samand,1389,33,1800,38.5
Pride,1397,235,1500,25.2
Dena,1398,18,1800,87.7
Samand,1403,101,1800,44.9
Peugeot,1392,215,2000,59.9
Pride,1402,220,1500,28.0
Dena,1391,109,1800,83.0
Samand,1403,60,1800,36.9
Tiba,1399,20,1500,55.0
Dena,1402,231,1800,105.2
Pride,1401,172,1500,40.9
Tiba,1394,235,1500,41.4
Pride,1401,43,1500,23.9
Peugeot,1397,79,2000,106.6
Samand,1400,212,1800,55.3
Pride,1386,154,1500,40.9
Samand,1388,22,1800,45.0
Pride,1403,83,1500,27.8
Samand,1389,233,1800,50.4
Tiba,1387,196,1500,48.7
Tiba,1388,18,1500,49.9
Samand,1399,182,1800,60.6
Peugeot,1392,25,2000,92.9
Peugeot,1402,131,2000,95.4
Tiba,1396,180,1500,26.4
Samand,1399,23,1800,50.4
Tiba,1394,18,1500,26.2
Samand,1385,177,1800,38.4
Samand,1402,5,1800,39.6
Dena,1390,2,1800,159.0
Tiba,1398,118,1500,37.9
Peugeot,1394,126,2000,77.5
Dena,1388,109,1800,89.8
Peugeot,1385,178,2000,68.2
Peugeot,1391,193,2000,90.5
Dena,1396,230,1800,121.8
Pride,1396,67,1500,20.8
Dena,1390,146,1800,114.2
Dena,1396,18,1800,97.0
Dena,1400,63,1800,84.1
Dena,1396,136,1800,129.8
Pride,1385,85,1500,21.6
Dena,1394,27,1800,132.6
Dena,1402,162,1800,85.8
Tiba,1385,209,1500,41.7
Pride,1401,63,1500,27.6
Pride,1400,239,1500,29.3
Dena,1398,73,1800,88.6
Tiba,1391,83,1500,50.2
Dena,1386,16,1800,136.2
Tiba,1396,2,1500,45.9
Pride,1390,170,1500,49.4
Tiba,1395,212,1500,27.7
Tiba,1388,164,1500,35.8
Tiba,1399,62,1500,29.9
Tiba,1391,54,1500,51.3
Pride,1387,67,1500,44.5
Tiba,1398,112,1500,49.4
Dena,1390,17,1800,153.7
Tiba,1386,226,1500,33.6
Samand,1388,56,1800,57.4
Dena,1397,200,1800,104.7
Pride,1385,21,1500,44.6
Samand,1389,61,1800,30.6
Pride,1396,104,1500,43.2
Samand,1397,179,1800,51.5
Pride,1397,177,1500,30.1
Tiba,1397,84,1500,35.0
Samand,1396,160,1800,49.9
Dena,1402,227,1800,147.7
Dena,1391,2,1800,136.4
Samand,1398,155,1800,57.0
Pride,1399,185,1500,47.4
Tiba,1397,182,1500,27.2
Peugeot,1387,174,2000,56.0
Dena,1393,79,1800,99.5
Samand,1394,244,1800,37.0
Dena,1394,177,1800,116.4
Peugeot,1389,250,2000,57.4
Samand,1400,18,1800,62.9
Pride,1386,126,1500,23.9
Samand,1393,15,1800,55.4
Tiba,1386,130,1500,41.9
Samand,1396,165,1800,50.4
Peugeot,1394,37,2000,70.8
Peugeot,1399,15,2000,53.7
Samand,1385,234,1800,31.6
Samand,1395,229,1800,32.6
Samand,1399,34,1800,60.4
Pride,1393,219,1500,22.0
Tiba,1389,110,1500,40.6
Peugeot,1393,74,2000,74.4
Peugeot,1389,148,2000,70.5
Tiba,1385,28,1500,33.4
Tiba,1396,139,1500,31.4
Tiba,1403,145,1500,54.9
Samand,1388,211,1800,47.0
Tiba,1386,101,1500,26.9
Dena,1393,70,1800,94.0
Dena,1387,74,1800,87.8
Peugeot,1386,135,2000,45.7
Dena,1393,244,1800,146.0
Dena,1393,64,1800,128.8
Samand,1392,154,1800,55.6
Pride,1399,55,1500,28.7
Peugeot,1400,147,2000,71.4
Peugeot,1390,183,2000,80.5
Pride,1394,58,1500,45.9
Tiba,1403,63,1500,45.6
Pride,1399,100,1500,32.3
Samand,1386,249,1800,57.3
Samand,1387,53,1800,32.9
Pride,1389,196,1500,30.1
Tiba,1396,30,1500,49.1
Peugeot,1397,64,2000,71.4
Samand,1394,37,1800,41.4
Tiba,1402,142,1500,47.9
Dena,1386,20,1800,153.2
Peugeot,1402,85,2000,78.8
Pride,1391,135,1500,32.7
Tiba,1388,34,1500,48.7
Pride,1399,126,1500,27.7
Tiba,1388,242,1500,34.0
Samand,1395,151,1800,49.4
Peugeot,1388,40,2000,44.1
Pride,1398,238,1500,28.1
Dena,1385,45,1800,125.7
Tiba,1400,22,1500,45.9
Tiba,1394,29,1500,28.3
Peugeot,1397,24,2000,56.5
Samand,1401,219,1800,59.4
Samand,1390,139,1800,31.4
Tiba,1390,17,1500,49.7
Tiba,1397,2,1500,50.4
Pride,1386,132,1500,31.1
Tiba,1402,24,1500,36.7
Tiba,1400,158,1500,40.6
Pride,1393,36,1500,21.2
Samand,1389,39,1800,48.0
Tiba,1395,133,1500,51.0
Pride,1401,138,1500,25.1
Peugeot,1387,132,2000,79.2
Pride,1385,211,1500,25.3
Tiba,1400,33,1500,28.8
Peugeot,1386,85,2000,45.8
Pride,1402,142,1500,40.6
Tiba,1388,32,1500,46.5
Dena,1402,173,1800,102.9
Samand,1385,48,1800,48.4
Peugeot,1400,65,2000,46.1
Tiba,1391,135,1500,40.4
Pride,1388,68,1500,48.3
Peugeot,1398,233,2000,67.1
Pride,1396,34,1500,41.5
Samand,1394,209,1800,59.5
Peugeot,1396,143,2000,40.6
Tiba,1397,133,1500,27.6
Peugeot,1397,212,2000,68.9
Pride,1402,61,1500,40.7
Dena,1395,77,1800,122.4
Samand,1391,116,1800,35.7
Dena,1389,96,1800,89.9
Pride,1385,233,1500,45.9
Pride,1394,241,1500,34.0
Peugeot,1395,50,2000,92.5
Samand,1389,173,1800,35.2
Dena,1395,116,1800,114.7
Pride,1398,194,1500,37.8
Dena,1386,232,1800,119.1
Dena,1385,78,1800,149.8
Samand,1403,146,1800,40.6
Tiba,1399,247,1500,44.0
Peugeot,1385,58,2000,53.5
Samand,1395,223,1800,43.1
Dena,1393,196,1800,107.2
Pride,1393,139,1500,42.6
Peugeot,1401,34,2000,42.2
Samand,1398,92,1800,57.5
Tiba,1401,63,1500,30.7
Tiba,1385,4,1500,49.4
Pride,1402,46,1500,29.9
Tiba,1386,151,1500,39.2
Pride,1385,185,1500,24.5
Pride,1387,224,1500,38.8
Dena,1391,1,1800,88.1
Peugeot,1397,118,2000,65.6
Dena,1395,36,1800,99.4
Samand,1397,196,1800,63.5
Tiba,1403,129,1500,43.3
Peugeot,1392,11,2000,49.1
Tiba,1395,91,1500,28.7
Samand,1395,97,1800,41.4
Dena,1393,93,1800,148.0
Tiba,1397,219,1500,27.4
Dena,1388,195,1800,128.3
Dena,1392,188,1800,100.0
Peugeot,1397,13,2000,96.9
Tiba,1397,216,1500,39.3
Pride,1402,175,1500,25.1
Samand,1400,112,1800,50.3
Pride,1397,178,1500,25.4
Tiba,1392,179,1500,38.6
Tiba,1385,20,1500,51.1
Samand,1396,25,1800,58.7
Samand,1400,157,1800,60.6
Peugeot,1398,63,2000,45.3
Samand,1399,177,1800,31.5
Peugeot,1393,100,2000,57.1
Samand,1389,124,1800,49.8
Dena,1388,69,1800,82.8
Dena,1395,182,1800,107.4
Samand,1399,50,1800,36.0
Peugeot,1390,155,2000,66.9
Peugeot,1387,169,2000,88.7
Samand,1395,114,1800,63.9
Samand,1392,29,1800,53.6
Samand,1403,2,1800,35.9
Peugeot,1401,82,2000,84.3
Samand,1391,119,1800,60.4
Peugeot,1391,3,2000,106.5
Dena,1402,200,1800,153.5
Tiba,1401,82,1500,48.7
Peugeot,1396,221,2000,109.9
Dena,1396,211,1800,112.3
Dena,1395,233,1800,133.8
Dena,1392,10,1800,132.5
Pride,1396,96,1500,48.7
Pride,1400,63,1500,42.9
Dena,1394,81,1800,156.9
Tiba,1394,113,1500,31.8
Peugeot,1399,113,2000,69.6
Tiba,1403,222,1500,34.0
Peugeot,1388,97,2000,92.4
Tiba,1401,145,1500,46.7
Tiba,1387,162,1500,54.7
Peugeot,1396,183,2000,89.3
Dena,1389,72,1800,124.2
Samand,1401,162,1800,57.6
Peugeot,1387,121,2000,106.6
Pride,1398,146,1500,43.2
Tiba,1397,137,1500,46.8
Dena,1386,237,1800,114.5
Dena,1395,233,1800,156.2
Dena,1396,92,1800,152.8
Tiba,1403,121,1500,28.8
Pride,1387,207,1500,42.2
Dena,1394,71,1800,97.9
Pride,1391,118,1500,36.8
Pride,1393,178,1500,39.8
Tiba,1390,4,1500,50.4
Pride,1392,206,1500,26.7
Peugeot,1386,135,2000,98.8
Pride,1396,127,1500,44.0
Peugeot,1403,60,2000,90.1
Tiba,1385,228,1500,29.9
Tiba,1386,76,1500,47.8
Tiba,1393,110,1500,29.3
Samand,1396,116,1800,57.5
Tiba,1397,119,1500,51.9
Samand,1386,115,1800,58.6
Pride,1396,134,1500,48.1
Dena,1403,141,1800,126.1
Samand,1393,106,1800,64.5
Dena,1399,145,1800,92.0
Samand,1402,54,1800,60.2
Samand,1403,238,1800,32.5
Samand,1395,135,1800,31.3
Dena,1398,53,1800,112.2
Pride,1400,43,1500,33.6
Peugeot,1385,88,2000,65.7
Pride,1389,157,1500,26.2
Peugeot,1397,55,2000,61.4
Tiba,1392,156,1500,34.9
Pride,1399,108,1500,29.5
Pride,1392,22,1500,34.4
Dena,1400,133,1800,85.9
Dena,1393,100,1800,154.5
Peugeot,1394,174,2000,90.2
Tiba,1403,90,1500,30.7
Peugeot,1395,195,2000,84.9
Dena,1401,1,1800,87.7
Samand,1403,171,1800,43.6
Pride,1388,5,1500,33.0
Pride,1403,148,1500,39.9
Pride,1388,118,1500,24.8
Pride,1396,70,1500,22.2
Peugeot,1390,234,2000,84.3
Dena,1396,109,1800,115.1
Pride,1388,110,1500,22.6
Tiba,1398,22,1500,49.1
Peugeot,1403,222,2000,40.9
Dena,1400,110,1800,149.9
Peugeot,1392,52,2000,88.5
Pride,1395,109,1500,33.0
Pride,1403,54,1500,47.7
Tiba,1389,27,1500,51.1
Tiba,1393,228,1500,43.9
Pride,1387,11,1500,28.3
Pride,1385,83,1500,45.2
Peugeot,1401,43,2000,67.1
Pride,1392,226,1500,28.9
Samand,1400,40,1800,54.0
Samand,1392,42,1800,55.1
Samand,1395,2,1800,62.2
Pride,1403,37,1500,35.1
Pride,1392,23,1500,31.6
Samand,1396,100,1800,47.6
Dena,1388,210,1800,82.3
Tiba,1400,41,1500,26.8
Tiba,1396,218,1500,33.5
Tiba,1402,36,1500,34.8
Samand,1394,5,1800,52.4
Samand,1390,249,1800,46.8
Pride,1389,9,1500,37.2
Dena,1392,249,1800,113.3
Dena,1398,176,1800,128.6
Samand,1401,73,1800,33.5
Peugeot,1391,216,2000,66.6
Peugeot,1388,250,2000,101.0
Samand,1401,2,1800,51.8
Dena,1397,232,1800,93.0
Samand,1396,153,1800,57.5
Pride,1395,50,1500,49.8
Tiba,1389,237,1500,50.2
Pride,1395,108,1500,48.8
Pride,1390,175,1500,39.0
